Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of the Joint Convenor, Joint Action Committee of Jour-nalists, Durgapur against the Government of West Bengal.;June23,1997;Dropped for non-prosecution;Harassment of Newsmen;AnnualReport1998
2. Complaint of Shri Satu Roy, Gen-eral Secretary, Karimganj Press Club, Assam against Security Personnel, Badarpur Constituency.;June23,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
3. Complaint of Shri D.V.M. Maheshwari, Journalist against a local police officer for his wild gesticulations during the Gujarat Chief Minister's press meet at Dumara village.;June23,1997;Disapproval;Harassment of Newsmen;AnnualReport1998
4. Complaint of Sh. Satubha Kanubha Vaghela, Editor, Surendranagar Times against the Collector, Surendranagar District, Gujarat. Upheld;June23,1997;Upheld ;Harassment of Newsmen;AnnualReport1998
5. Complaint of Shri Bhau Saheb Kadam, Editor, Dainik Sindhudurg Samachar, Kolhapur against Dy. Superintendent of Police (City), Kolhapur.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
6. Complaint of Shri Chandrashekhar Dev, Chief Editor, Yuva Prayas, Forbsganj, Bihar against local police authorities.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
7. Complaint of Shri Satish Kumar, Mazdoor Morcha, Faridabad against police authorities.;June23,1997;Upheld;Harassment of Newsmen;AnnualReport1998
8. Complaint of Shri Shabuddin Khan Saify, Qamar Express, Delhi against police authorities.;June 23, 1997 ;Dropped with observations;Harassment of Newsmen;AnnualReport1998
9. Complaint of Shri P.C. Jain, Editor-in-Chief, The Page, New Delhi against Haryana Police.;June 23, 1997 ;Withdrawn;Harassment of Newsmen;AnnualReport1998
10. Complaint of Shri Suraj Prakash Malik, Editor, Suraj Kesari, Muzaffarnagar against District Manager, Telecommunication, Muzaffarnagar.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
11. Complaint of Shri Mukesh Babu Kashyap, Journalist, Bareilly against police authorities.;September  22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
12. Complaint of Shri Amit Prakash Aggarwal, Chief Editor, 'Hapur Uday' against Dy. Superintendent of Police, Hapur.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
13. Complaint of Sh. Sunil Kumar, Reporter, Muzaffarnagar Ujala Dai-ly, Gaon Sadpur, Thana Jansath, District Muzaffarnagar (U.P.) against police authorities.;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
14. Complaint of Dr. Ram Sewak Bajpai, Journalist, Unnao against the residents of Unnao (in connivance with the local police).;September  22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
15. Complaint of Shri Rajesh Bajpeyi, District Correspondent, Swatantra Chetna, Unnao against District Administration & District police authorities.;September  22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
16. Complaint of Shri Vinod Kumar Nayak, Editor, Jhansi Apradh Samachar, Hindi Weekly, Jhansi against Dr. Banwari Lal, Assistant Income Tax Commissioner, Jhansi.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
17. Complaint of Shri Pramod Kumar Srivastava, Special Correspondent, News Gleyer Times, Lucknow against Sub-Inspector and Constable of City Police Station, Lucknow.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
18. Complaint of Shri Milander Chauhan, Journalist, Itawah, against police authorities, Itawah, U.P.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
19. Complaint of Shri Deepak Roy, Journalist & Press Photographer, Malda against District Police Ad-ministration.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
20. Complaint of Shri Kishori Lal, Correspondent, Weekly Newspaper in Bihar regarding harassment of journalists in Bihar.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
21. Complaint of Shri Rajpal Singh, Editor, Saptahik Vichar Prahari Times, Meerut against police constables of Sardhana police station.;September 22, 1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
22. Complaint of Ch. Amar Singh Johari, Journalist, Panipat against S.P., Panipat.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
23. Complaint of Shri Rajender Kumar Pandeya, Publisher, Megadh Ki Awaz, Hindi Weekly against Shri Raj Vallabh Yadav, Local MLA.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
24. Complaint of Shri Pramod Bhargava, Correspondent, Jansatta, Shivpuri against City Inspector, Kerala.;September 22,1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
25. Complaint of Shri Satyanarayan Sharma, Consultant Editor, Daily Din Raat, Bhind, M.P. against police authorities.;September 22,1997;Directions;Harassment of Newsmen;AnnualReport1998
26. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;Harassment of Newsmen;AnnualReport1998
b. Complaint of Sh. Mahesh Choudhari, Chief Editor, Chamba Malav Express, Mehgaon (Bhind) against City Inspector, Mehgaon (Bhind).;September 22,1997;Closed for non-prosecution;Harassment of Newsmen;AnnualReport1998
27. Complaint of Shri Govind Rai, Chief Editor, Shilalekh, Hindi Weekly, Gwalior against police authorities, Gwalior, M.P.;September 22,1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
28. Complaint of Shri Subhash Singh Thakur, Publisher/Editor, Patrakara Ankushika, Baitul against police officials, Chicholi for harassment.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
29. Complaint of Shri Rajesh Dubey, Editor, Publisher, Owner, Dehakte Hui Samachar against police authorities.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
30. Complaint of Shri Ramesh Kumar Upadhyay, Chief Editor, Bundelkhand Prahari, Karvi against Shri Ram Kishan Tripathi, LDC.;September 22,1997;Upheld;Harassment of Newsmen;AnnualReport1998
31. Complaint of Smt. Sarla Shukla, Farukhabad against police authorities.;September 22, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
32. Complaint of Chief Editor, Kanchan Express, New Delhi against SHO, Hazrat Nizamuddin, New Delhi.;September 22, 1997;Upheld (Strong Disapproval);Harassment of Newsmen;AnnualReport1998
33. Complaint of Sh. Anil Kumar Sharma, Editor/Publisher, Swatantra Shahadra Mail, against Asstt. Sub-Inspector for misbehaving and confiscating Identity Card.;September 22, 1997;Dismissed on merits;Harassment of Newsmen;AnnualReport1998
34. Complaint of Sh. Mukundan C. Menon, Trivandrum against Kerala Police, Trivandrum (Kerala).;September 22, 1997;Proceedings dropped;Harassment of Newsmen;AnnualReport1998
35. Complaint of the President, Banga Employees Union, Siliguri against police authorities.; November 20, 1997;Sub-judice;Harassment of Newsmen;AnnualReport1998
36. Complaint of Sh. Bhartruhari, Ed-itor, Prajatantra, Cuttack against State Govt. of Orissa.; November 20, 1997;Settled;Harassment of Newsmen;AnnualReport1998
37. Complaint of Sh. Prem Chand. Pandey, Editor, Champaran Visphot, Betia against Sh. Santosh Kumar Pritam, Treasury Officer, Betia, Champaran.; November 20, 1997;Dismissed;Harassment of Newsmen;AnnualReport1998
38. Communication from Sh. R.K. Roy and Sh. Praveen Kumar, Ranchi regarding attack on journalists.; November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
39. Complaint of Sh. Narayan Prasad Nayara, Editor/Publisher, Kishan Ganj Express, Kishan Ganj against Supply Inspector, Kishan Ganj.; November 20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
40. Complaint of Ms. Namita Tewari, Correspondent, The Hindustan Times and The Hindustan, Suresh Nagar, Hazaribagh, Bihar against the police authorities, Hazaribagh.;November 20, 1997;Upheld;Harassment of Newsmen;AnnualReport1998
41. Complaint of Sh. Kamal Giri (Udhamsingh Nagar) against Su-perintendent of Police.;November 20, 1997;Disapproval;Harassment of Newsmen;AnnualReport1998
42. Complaint of Sh. Santosh Tiwari, Journalist, District Shahjahanpur against Superintendent of Police, Khuttar.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
43. Complaint of Shri Pramod Kumar Sharma, District Correspondent, Dainik Suhag Times, Ferozabad (U.P.) against District Collector, U.P.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
44. Complaint of Sh. Arun Kumar Sharma, Editor, Roshni Aur Parda Weekly, against Shri Manoj Singh, Suryavanshi.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
45. Complaint of Shri S.M.A. Kadri, Editor, Pratikshan Times, Bahriach, U.P. against District Magistrate, Bahraich, U.P.;November 20, 1997;Directions;Harassment of Newsmen;AnnualReport1998
