Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Shri Kunwar Mohammed Shoaib, Journalist, Univarta, Bulandshahar against Police Authorities. ;July 29, 2002; Upheld ;Harassment of Newsmen;AnnualReport2003
2. Complaint of Shri Rakesh Kumar Singla, Press Reporter, Lehragaga, Sangrur, Punjab against Shri Navtaj Singh Sidhu, SDM.;July 29, 2002; Dismissed ;Harassment of Newsmen;AnnualReport2003
3. Complaint of Shri Rajiv Gupta. Correspondent, Dainik Jagran against Shri Risal Singh, D.S.P., Safidon (Jind). ;July 29, 2002;Dismissed;Harassment of Newsmen;AnnualReport2003
4. Complaint of Shri Sadeqat Ali Khan, Journalist, Today's Voice, Lucknow against Police Authorities. ;July 29, 2002;Dismissed;Harassment of Newsmen;AnnualReport2003
5. Complaint of Shri Rakesh Asthana, Editor, Samay Ki Dharana, Muzaffarnagar against Police Authorities.;July 29, 2002; Disposed of with directions ;Harassment of Newsmen;AnnualReport2003
6. Complaint of Shri Sohanvir Singh Tomer, Royal Bulletin, Muzaffarnagar U.P. against Police Authorities. ;July 29, 2002;Dismissed;Harassment of Newsmen;AnnualReport2003
7. Complaint of Mohd. Hanif, Bahraich based Correspondent, Swatantra Bharat, Lucknow against Police Authorities.;October 7, 2002; Dismissed ;Harassment of Newsmen;AnnualReport2003
8. Complaint of Shri Komal Chand Verma. Journalist, Mirzapur, U.PР. against Police Authorities ;October 7, 2002;Dismissed;Harassment of Newsmen;AnnualReport2003
9. Complaint of Shri M.P. Singh, Editor, Navratri and Fire, Lucknow, U.P. against Shri Gangadevi Yadav, IAS, Director, Krishi Utpadan Mandi, U.P. Cadre. ;October 7, 2002 ;Dismissed;Harassment of Newsmen;AnnualReport2003
10. Complaint of Shri Sunil Maheshwari, Badayun based ex-Correspondent, Dainik Jagran, Badayun, U.P. against Shri Ram Bahadur Singh, C.O., Gunnor. ;October 7, 2002 ;Dismissed ;Harassment of Newsmen;AnnualReport2003
11. Complaint of Shri Yatinder Nath Mishra, Unnao based Regional Correspondent, Dainik Aaj, Unnao, U.P. against S.H.О. ;October 7, 2002 ;Dismissed ;Harassment of Newsmen;AnnualReport2003
12. Complaint of Shri Thakur Das Chanchal, Journalist, Muzaffarnagar against Police Authorities. ;October 7, 2002 ;Dismissed ;Harassment of Newsmen;AnnualReport2003
13. Complaint of Shri Neeraj Kumar Sharma, City Reporter, Police Pratigya, Shahjahanpur, U.P. against the S.D.M and the Tehsildar. ;October 7, 2002 ;Dismissed ;Harassment of Newsmen;AnnualReport2003
14. Complaint of Shri Neeraj Kumar Sharma. City Reporter, Police Pratigya, Shahjahanpur, U.P. against the S.D.M and the Tehsildar.;October 7, 2002 ; Dismissed ;Harassment of Newsmen;AnnualReport2003
15. Complaint of Shri Narayan Aggarwal, Mahoba District Representative, Dainik Swadesh Jhansi, Jhansi, U.P. against Police Authorities. ;October 7, 2002 ;Sub-judice ;Harassment of Newsmen;AnnualReport2003
16. Complaint of Shri Arafat Khan, Press Reporter, State Times against the Editor, State Times, Jammu. ;October 7, 2002 ;Dismissed ;Harassment of Newsmen;AnnualReport2003
17. Complaint of Shri Sanjib Narayan Dass. Chief Editor, Jugerbani/Jyotish Phalak, Tinsukia, Assam regarding attack by unknown miscreants. ;January 24, 2003 ;Dismissed with directions;Harassment of Newsmen;AnnualReport2003
18. Complaint of Shri Moslem Uddin Ahmed, Bilasipara Correspondent of Aji through Shri Amiyo Kanti Sarkar, President, Bılasipara Sahitya Sabha, Dhubri, Assam against Shri Ali Akbar Miah, MLA, Bilasipara West. ;January 24, 2003;Sub-judice;Harassment of Newsmen;AnnualReport2003
19. Complaint of Shri Bipin Bihari Mohapatra, Editor & Publisher, Kalapasha, Koraput, Orissa against the Revenue Inspector and Tehsil Officials, Borigumma. ;January 24, 2003;Dismissed;Harassment of Newsmen;AnnualReport2003
20. Complaint of Shri Laxmı Narayan Das, Correspondent, The Sambad, Baleswar against Junior Engineer, Local (R&B) SDO's Office. ;January 24, 2003;Withdrawn;Harassment of Newsmen;AnnualReport2003
21. Complaint of the Editor, Ajikali, District Balasore, Orissa against District Administration. ;January 24, 2003;Dismissed with directions;Harassment of Newsmen;AnnualReport2003
22. Complaint of Shri Ashish Kumar Gupta, Correspondent, Jharkhand Jagran, Jharkhand against Station House Officer, Jadugoda. ;January 24, 2003;Dismissed with directions;Harassment of Newsmen;AnnualReport2003
23. Complaint of Editor, Junoon Times, Delhi against the Police Authorities of Delhi. ;January 24, 2003;Closed with observations;Harassment of Newsmen;AnnualReport2003
24. Complaint of Shri Ashok Kumar Navaratan, Journalist, Dainik Rajpath, Aligarh against Director, 1 & PRD, Government of U.Р. ;July 29, 2002; Disposed of with directions ;Facilities to the Press ;AnnualReport2003
25. Complaint of Managing Editor, Dainik Rajpath, Aligarh against Director, 1 & PRD, Government of U.P. ;July 29, 2002;Disposed of with directions;Facilities to the Press ;AnnualReport2003
26. Complaint of Shri Vijay Aggarwal, Manager/Publisher, Chhatra Mashal, Agra against D.A.V.P. and 1& PRD, Government of U.P. ;July 29, 2002 ;Disposed of with directions ;Facilities to the Press ;AnnualReport2003
27. Complaint of Shri Vinod Kumar, Chief Editor, Pashupati Vajra, Bhiwani, Haryana against I&PRD, Government of Haryana. ;July 29, 2002 ;Closed with directions;Facilities to the Press ;AnnualReport2003
28. Complaint of Shri Shyam Sunder Vijay, Proprietor, Ludhiana Cycle Samachar, Ludhiana, Punjab against Post Master General, Punjab Circle, Chandigarh.;July 29, 2002 ; Closed with observations ;Facilities to the Press ;AnnualReport2003
29. Complaint of Shri Kritav Sunami, Chief Editor, Sanskriti Navi -Purani, Sunam, Punjab against Post Office Department, Punjab. ;July 29, 2002 ;Closed;Facilities to the Press ;AnnualReport2003
30. Complaint of Shri Suraj Prakash Malik, Editor, Daily Suraj Kesari, Muzaffarnagar against D.A.V.P. ;July 29, 2002 ; Disposed of with directions;Facilities to the Press ;AnnualReport2003
31. Complaint of Shri S. Muzammil Hussain, Daily Suraj Kesari, Muzaffarnagar against Director, I & PRD, U.P. ;July 29, 2002 ; Disposed of with directions;Facilities to the Press ;AnnualReport2003
