Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Shri S.C. Talukdar, editor of Bengali daily, Uttar Banga Sambad and Nepali daily, Himalchuli published from Siliguri against CITU members.;June 29-30, 1989;(A);Voilence of Newsmen;AnnualReport1990
2. Complaint of Shri R.K, Roy, freelance journ-alist from Bihar regarding inhuman torture of journalists by police officials of the State.;June 29-30, 1989;(C);Voilence of Newsmen;AnnualReport1990
3. Complaint of Shri Harbhajan Singh, Ex-member, Press Council and President, AISMNF, New Delhi against Delhi Admini-stration regarding harassment of the editor of In-Dinon, Urdu daily, Delhi & Patna.;June 29-30, 1989;(C);Voilence of Newsmen;AnnualReport1990
4. Complaint of Shri M.C. Yadav, journalist, Bundelkhand correspondent against police officials of the district.;June 29-30, 1989;(C);Voilence of Newsmen;AnnualReport1990
5. Complaint of Shri Sanjay Kumar Bhutt, correspondent, Pratipaksh against the police authorities.;June 29-30, 1989;(A);Voilence of Newsmen;AnnualReport1990
6. Complaint of Mohd. Karimuddin Khan, editor of Peerlamarry English monthly published from Mahaboobnagar regarding threatening calls and anonymous letters.;June 29-30, 1989;(D);Voilence of Newsmen;AnnualReport1990
7. Complaint of editor, Dainik Pilot against BJP State Secretary stationed at Bhatinda regarding threats to him for publication of news against him.;June 29-30,1989;(C);Voilence of Newsmen;AnnualReport1990
8. Complaint of Shri K. Unnikrishnan, Manag-ing Editor, Kerala Herald against police officials of Trivandrum City.;June 29-30,1989;(D);Voilence of Newsmen;AnnualReport1990
9. Complaint of Shri Lal Chand Lalwani, editor, Sajag Bharat, Chattarpur against Police Inspector, Chattarpur.;June 29-30,1989;(B);Voilence of Newsmen;AnnualReport1990
10. Complaint of Shri Ramesh Chandra Mishra, District correspondent, Dharitiree, Keonjhar against Keonjhar Police.;June 29-30,1989;(A);Voilence of Newsmen;AnnualReport1990
11. Complaint of Shri Sivaramab, Staff Photo grapher, Indian Express against police officials, Anna Salai Police Station, Madras.;June 29-30,1989;(D);Voilence of Newsmen;AnnualReport1990
12. Complaint of the editor, Arakashakavani (Kannada Fortnightly) Bangalore against the Govt. of Karnataka.;June 29-30,1989;(A);Voilence of Newsmen;AnnualReport1990
13. Complaint of Shri Prem Dutt Paliwal, Chief Editor, Daily Sainik against Police Offi-cials, Agra.;June 29-30,1989;(A);Voilence of Newsmen;AnnualReport1990
14. Complaint of eight journalists of Banda regarding unlawful arrest of Shri Rampal Tripathi, journalist by implicating him in false case.;June 29-30,1989;(D);Voilence of Newsmen;AnnualReport1990
15. Complaint of Shri Mahendra Pratap Singh, President, U.P. journalists Association, Azamgarh, U.P. regarding harassment of Shri Shashank, Journalist and inaction of district police despite lodging of FIR.;June 29-30,1989;(A);Voilence of Newsmen;AnnualReport1990
16. Complaint of Shri Mohan Prasad Singh, Journalist/President, Pragatisheel Yuva Patrakar Sangh, Betia, Bihar regarding threats to him by police officials of the district.;September 28-29, 1989;(A);Voilence of Newsmen;AnnualReport1990
17. Complaint of Shri Deep Singh, Owner/Publisher Editor, Nitya Sanket regarding harassment of journalists of Bahraich, U.P. by Director, Public Relations Department, Bahraich, U.P.;September 28-29,1998;C;Voilence of Newsmen;AnnualReport1990
8. Complaint of Shri Ramshankar Tiwari, correspondent Free Press, Indore, Dainik Bhaskar, Gwalior etc. regarding harassment and threats from police officials.;September 28-29,1998;(A);Voilence of Newsmen;AnnualReport1990
19. Complaint of Shri Shiv Kumar Gupta, jour-nalist against the suspended District Informa-tion Officer, Shri Ashok Kumar Sharma.;September 28-29,1998;(D);Voilence of Newsmen;AnnualReport1990
20. Complaint of Shri Ramesh Chandra Gupta, journalist of District Bahraich regarding harassment by the City Police.;September 28-29,1998;(D);Voilence of Newsmen;AnnualReport1990
