Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Shri Ravinder Panchal, District Correspondent, Swatantra Bharat, Jalaun, U.P. against Police authorities of Jalaun, U.P. ;July 12, 2006; Directions ;Harassment of Newsmen;AnnualReport2007
2. Suo-motu action w.r.t. lathi charge on journalists at Jehanabad (Bihar). ;July 12, 2006;Sub-judice ;Harassment of Newsmen;AnnualReport2007
3. Complaint of Shri A.S. Thakur, Editor, Akhand Jot, Delhi against Kumari Kusum, Municipal Councillor, Mukherjee Nagar, New Delhi. ;July 12, 2006;Dismissed devoid of merits ;Harassment of Newsmen;AnnualReport2007
4. Complaint of Shri Madhuram Bodo, Editor, Asomiya Janamat, Gúwahati against Shri Mehdi Alam Bora, Congress Spokesman, Guwahati. ;July 12, 2006;Sub-judice ;Harassment of Newsmen;AnnualReport2007
5. Complaint of Shri Mukesh Bhardwaj, Sonebhadra, U.P. against M.P. Police and Coal Mafia. ;July 12, 2006;Sub-judice ;Harassment of Newsmen;AnnualReport2007
6. Complaint of Shri Devendra Tripathi against Shri Brijlal Khabari, Ex-MP and Smt. Urmila Sonkar PCS Khabari, U.P. ;July 12, 2006;Withdrawn;Harassment of Newsmen;AnnualReport2007
7. Complaint of Shri Shadab Hussain, Correspondent Jadid Markaz, Behraich, U.P. against police of authorities Behraich, U.P. ; October 16, 2006 ;Proceedings Dropped;Harassment of Newsmen;AnnualReport2007
8. Complaint of Shri Junaid Taimuri, Journalist, Etawah against police authorities of Etawah, Uttar Pradesh.;October 16, 2006;Matter closed  ;Harassment of Newsmen;AnnualReport2007
9. Complaint of Shri Sudama Prasad Dubey, District President, Grameen Patrakar Association Lalitpur, U.P. against Police Authorities of Lalitpur, U.P. ;October 16, 2006;Disposed of with observations;Harassment of Newsmen;AnnualReport2007
10. Complaint of Shri Dinesh Pankaj, Editor, Kamgaron Ki Duniya, Mathura against Labour Department. ;October 16, 2006;Upheld;Harassment of Newsmen;AnnualReport2007
11. Complaint of Shri Harshwardhan Arya, Editor, Lokmat Samachar, Nagpur against Chief Conservator of Forests, Amravati, Maharashtra. ;October 16, 2006;Dismissed;Harassment of Newsmen;AnnualReport2007
12. Suo-motu action w.r.t issuance of an interim order/notice under Section 144 Cr.P.C. dated 7.12.2005 directing the Editor of Andhra Jyoti to appear before the Revenue Divisional Officer, Vishakhapatnam. ;October 16, 2006;Directions;Harassment of Newsmen;AnnualReport2007
13. Complaint of Shri Jaleel Khan, Editor, Voice of Minority, Guntur against Shri S.M. Shabbir Basha, Former Executive Director, A.P. Minorities Finance Corporation, Guntur. ;October 16, 2006;Matter closed ;Harassment of Newsmen;AnnualReport2007
14. Complaint of Chief Editor, Koot Chakra, Sonbhadra, U.P. against Government of Uttar Pradesh. ;March 30, 2007 ;Closed;Harassment of Newsmen;AnnualReport2007
15. Complaint of Shri Ram KumarVaishya, Publisher, Vaishya Lahar, U.P. against Administrator, ISCKON Mandir, Lucknow. ;March 30, 2007 ;Disposed of with directions;Harassment of Newsmen;AnnualReport2007
16. Complaint of Shri Satbir Singh, Editor, Dabar Westend, New Delhi against SDM, Najafgarh, Delhi. ;March 30, 2007;Dismissed Devoid of merits;Harassment of Newsmen;AnnualReport2007
17. Complaint of Shri Arun Kumar, Editor, Sarhad Prahari, Madhepura, Bihar against anti - social elements. ;July 12, 2006;Closed;Harassment of Newsmen;AnnualReport2007
18. Suo-motu action w.r.t. persistent threats on professional journalists from Militant organisation in Manipur. Facilities to the Press ;July 12, 2006;Proceedings dropped ;Harassment of Newsmen;AnnualReport2007
19. Complaint of Shri Digant Oza, Editor, Jal Seva, Ahmedabad, Gujarat against Government of Gujarat. ;July 12, 2006;Directions;Harassment of Newsmen;AnnualReport2007
20. Complaint of M/s Lok Prakashan Ltd., Ahmedabad, Gujarat against Government of Gujarat. ;July 12, 2006;Matter allowed to rest on merit;Harassment of Newsmen;AnnualReport2007
21. Complaint of Shri Manoj Sharma, District Correspondent, Dainik Hawk, Bareilly against Assistant Information Director, Bareilly, U.P.;July 12, 2006;Directions;Harassment of Newsmen;AnnualReport2007
22. Complaint of Shri Suresh Chandra Correspondent, Rohra, (i) Nai Dunia, Korba against Chhatisgarh Samvad Jansampark Sanchnalaya, Raipur, Chhatishgarh (ii)Chief Minister, and (iii) Municipal Corporation, Korba. ;October 16, 2006 ;Matter allowed to rest;Harassment of Newsmen;AnnualReport2007
23. Complaint of Editor, Bahar-e-Hardoi, Hardoi against DistrictInformation Officer, Government of U.P. ;March 30, 2007;Disposed of with directions ;Harassment of Newsmen;AnnualReport2007
24. Complaint of Smt. Saroj Verma, Rani Jhansi Times, Jhansi, against DAVP. Uttar Pradesh;March 30, 2007;Directions;Harassment of Newsmen;AnnualReport2007
25. Complaint of Editor, Lamba Safar, Delhi against Directorate of Information & Publicity, Government of NCT of Delhi.; March 30, 2007 ;Directions;Harassment of Newsmen;AnnualReport2007
26. Complaint of Shri Ram Shankar Prasad, Correspondent, PTI, Nalanda, Bihar against Director, Public Relations Department, Government of Bihar.; March 30, 2007 ;Directions ;Harassment of Newsmen;AnnualReport2007
27. Complaint of Shri Mitthu Prasad, Correspondent, Dainik Sanmarg, Suppol against Public Relations Officer, Suppol, Bihar. ; March 30, 2007 ;Directions;Harassment of Newsmen;AnnualReport2007
28. Complaint of Editor, Tripura Observer, Tripura against Information, Cultural Affairs & Tourism Department, Government of Tripura, Agartala. ; March 30, 2007 ;Upheld;Harassment of Newsmen;AnnualReport2007
29. Complaint of Editor, Hachukni Kok, Agartala against Director, Information, Cultural Affairs & Tourism, Government of Tripura, Agartala. ; March 30, 2007 ;Disposed of with directions;Harassment of Newsmen;AnnualReport2007
