Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Sh. Prem Saraswat, Press Reporter Dainik Chetna, Siwani against Siwani Police, Haryana.;April 6, 1999;Closed with directions;Harassment of Newsmen;AnnualReport2000
2. Complaint of Sh. Naresh Thakkar, Journalist and Photographer, Chittorgarh against Police Authorities.;April 6, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
3. Complaint of Sh. Satubha Kanubha Vaghela, Editor, Surendranagar Times against The Collector, Surendranagar District.;April 6, 1999;Dismissed for lack of substance;Harassment of Newsmen;AnnualReport2000
4. Complaint of Sh. Mahanarayan Singh Bisen, Correspondent, Hindustan, Allahabad against anti-social elements, local police and administration, Government of U.P.;April 6, 1999;Directions;Harassment of Newsmen;AnnualReport2000
5. Complaint of Sh. Rajesh Kumar Sharma, Editor, Shukra Shani, weekly, Meerut against Education Department, Government of Uttar Pradesh.;April 6, 1999;Directions;Harassment of Newsmen;AnnualReport2000
6. Complaint of Sh. Madan Mohan 'Manav' District Representative, Dainik Nisha Naresh, Mathura against District Manager, Telecommunication and Sr. Superintendent of Police, Mathura, U.P.;April 6, 1999;Grievance redressed;Harassment of Newsmen;AnnualReport2000
7. Complaint of Sh. Kunwar Soaib, Correspondent, UNI against S.D.M. and CO, Khurja.;April 6, 1999;Proceedings dropped;Harassment of Newsmen;AnnualReport2000
8. Complaint of Sh. Ravinder Saxena, Correspondent, Amar Ujala, Badayun against local police authorities, Badayun, Uttar Pradesh.;April 6, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
9. Complaint of the Publisher, Bheem Netritya, Barabanki against Barabanki Administration, U.P.;April 6, 1999;Dismissed for lack of subst-ance;Harassment of Newsmen;AnnualReport2000
10. Complaint of Editor, Banda Tahzeeb against Sh. Mattaki Raza, Central Nazir of District Judges and Rajaram Gurudev Cashier.;April 6, 1999;Sub-judice;Harassment of Newsmen;AnnualReport2000
11.Complaint of Sh. Bhaskar, Correspondent of Jansatta and Sandhya Prahari, Hajipur against District Magistrate, Vaishali.;June 7, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
12. Complaint of Sh. Ranjit Kumar Roy, Activist, National Human Rights Association, Ranchi against Government of Bihar, Patna.;June 7, 1999;Directions;Harassment of Newsmen;AnnualReport2000
13.Complaint of Sh. Vijay Kumar Jha, Correspondent, Aryavarta and Ashok Kumar Akela, Rashtriya Naveen Mail against General Manager, Town Services, Steel Plant Bokaro and Smt. Manjari Jaruhar, DIG, CISF.;June 7, 1999;Complaint not pursued;Harassment of Newsmen;AnnualReport2000
14.Complaint of Sh. Gyanesh Kumar Srivastava, Journalist, District Devdhar, Bihar against police authorities, Bihar, Patna.;June 7, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
15. Complaint of Sh. Binay Bhusan Pattanayak, Keonjhar (Orissa) against Govt. of Orissa.;June 7, 1999;Directions;Harassment of Newsmen;AnnualReport2000
16.Complaint of Shri Sanjay Donde, Journalist, Rashtrasatta, Igatpuri, District Nashik against City President, Shiv Sena and police authorities.;June 7, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
17. Complaint of Sh. Lakshmi Narayan Pandey, Journalist, Basti, U.P. against Shri Sukhpal Pandey, Minister of State Transport, Govern-ment of U.P.;August 6, 1999;Directions;Harassment of Newsmen;AnnualReport2000
18. Complaint of Sh. Narendra Singh, Journalist, Unnao against Shri Pran Nath Awasthi, Editor, Dainik Vrittanta, Unnao, Uttar Pradesh.;August 6, 1999;Dismissed being outside jurisdiction;Harassment of Newsmen;AnnualReport2000
19. Complaint of Shri K. A. Nomani, Editor, Zero Times, Azamgarh against Shri Bajrang Tripathi, Manager, Children College, Azamgarh, Uttar Pradesh.;August 6, 1999;Disposed with directions;Harassment of Newsmen;AnnualReport2000
20.Complaint of Sh. Mahesh Mishra, Sub-Editor, Aaj, Lucknow and others against Balu Mafia and police authorities.;August 6, 1999;Directions;Harassment of Newsmen;AnnualReport2000
21. Complaint of Shri Sukesh Sharma, Publisher/Editor, Desh Dulara, Hindi weekly, Saharanpur against Smt. Seema Johnsari, Assistant Director, Special World Bank Project.;August 6, 1999;Dismissed on merits;Harassment of Newsmen;AnnualReport2000
22. Complaint of Shri Ram Naresh Yadav, Chief Editor Desh Ke Kamere, Hindi Weekly, Unnao against police authorities, Unnao, Uttar Pradesh.;August 6, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
23. Complaint of Shri Bhojraj Singh Arya, Editor, Hathras Samachar, Hathras, Uttar Pradesh against District Magistrate, Hathras and District Supply Officer, Hathras, Uttar Pradesh.;August 6, 1999;Upheld;Harassment of Newsmen;AnnualReport2000
24. Complaint of Sh. Ajay Kumar Pathak, Corres-pondent, Rashtriya Sahara, Sultanpur against police authorities.;August 6, 1999;Directions;Harassment of Newsmen;AnnualReport2000
25. Complaint of Sh. Ravi Kant Sharma, Editor, Amar Ujala, Bareilly against Shri M. D. Tiwari, Vice-Chancellor, Mahatama Jyotiba Phule Rohilkhand University, Bareilly.;August 6, 1999;Disposed with directions;Harassment of Newsmen;AnnualReport2000
26. Complaint of Shri S. P. Gupta, Publisher, Mathura Refinery Darpan against District Magistrate, Mathura and Oil India Limited.;August 6, 1999;Dismissed with observations;Harassment of Newsmen;AnnualReport2000
27. Complaint of Shri S. Balaji, Editor, Sarkarada;Vartha, Bangalore against Director, Karnataka Secondary Education Examination Board, Bangalore.;Directions;Harassment of Newsmen;AnnualReport2000
