Complaint;Date;Status;ComplaintType;Report_name
﻿1.Complaint of Shri Lalji Bharmar, Editor- in-Charge, Rashtriya Chinha, Gorakhpur, U.P. against police authorities, Gorakhpur and Government of U.P.;June 28, 2005;Disposed of with observations;Harassment of Newsmen;AnnualReport2006
2.Complaint of Shri Bhupinder Singh, Owner/Printer/Publisher/Editor, India One Day, Hindi Fortnightly, New Delhi against Executive Engineer, Public Works Division, Delhi.;June 28, 2005;Dismissed being un- substantiatied;Harassment of Newsmen;AnnualReport2006
3.Complaint of Shri Bhupinder Singh, Owner/Printer/Publisher/Editor, India One Day, Hindi Fortnightly, New Delhi against Smile Foundation Public School, Nangloi, Delhi.;June 28, 2005;Dismissed being devoid of merit;Harassment of Newsmen;AnnualReport2006
4.Complaint of Shri Ramesh Chandra Likhariya, Editor/Publisher, Mahakal Bharat, Jhansi, U.P. against anti-social;June 28, 2005;being devoid of merit;Harassment of Newsmen;AnnualReport2006
5.Complaint of Shri Rajender Mayer, Editor, Kesari Nandan, Punjabi Weekly, Ludhiana, Punjab against Shri Rajesh Kumar, Clerk, O/o Sub-Registrar, Ludhiana West, Punjab.;June 28, 2005;Settled;Harassment of Newsmen;AnnualReport2006
6.Complaint of Shri Bhagwat Swarup Sharma, Journalist, Rishikesh, Uttaranchal against local administration and police authorities of Rishikesh, Uttaranchal.;June 28, 2005;Dismissed for lack of Substance;Harassment of Newsmen;AnnualReport2006
7.Complaint of Shri Ramji Prasad Gupta Editor/Publisher, Gorakhpur Mail, Gorakhpur, U.P. against Shri P.K. Singh, SHO, Gorakhpur, U.P.;June 28 2005;Directions;Harassment of Newsmen;AnnualReport2006
8.Complaint of Shri Krishna Narayan Tiwari, Publisher/Editor, Yug Jwala, Hindi Fortnightly, Gonda, U.P. against The Chief Secretary, Government of Uttar Pradesh and Tehsildar, Torbaganj, Gonda, U.P.;October 7, 2005;Settled;Harassment of Newsmen;AnnualReport2006
9.Complaint of Shri Bharat Bhushan Sharma, Press Correspondent, Punjabi Tribune, Faridkot, Punjab against police authorities, Government of Punjab.;October 7, 2005;Directions;Harassment of Newsmen;AnnualReport2006
10.Complaint of Shri Jogender Singh, Correspondent, Amar Ujala, Khuttar, Shahjahanpur, U.P. against police authorities of U.P.;October 7, 2005;Matter dropped;Harassment of Newsmen;AnnualReport2006
11.Complaint of Shri Pankaj Kumar Singh, Correspondent, Dainik Swatantra Chetna, Meerut, (U.P.) against Agriculture Production Mandi, Meerut, U.P.;October 7, 2005;Settled;Harassment of Newsmen;AnnualReport2006
12.Complaint of Shri Chandan Kumar Singh, Correspondent, Azad Mazdoor, Hindi Weekly and Shri Shailender Mehot, Cameraman, Azad News, Jamshedpur against police authorities, Jamshedpur.;February 9, 2006;Upheld;Harassment of Newsmen;AnnualReport2006
13.Complaint of Shri Lalji Bhramer, Editor/Publisher, Rashtra Chinha, Gorakhpur, U.P. against police authorities of Uttar Pradesh.;February 9, 2006;Disposed of with directions;Harassment of Newsmen;AnnualReport2006
14.Complaint of Shri Ved Prakash Sharma, Editor, Hind Prahari, Hindi Weekly Delhi against (i) Manager, Canterbury Public School, Delhi, (ii) Director, Education Department, Government of National Capital Territory of Delhi (iii) Police Authorities (iv) The Chief Secretary, Government of National Capital Territory of Delhi and (v) The Secretary, Home (Police) Department, Government of Natioal Capital Territory of Delhi, Delhi.;February 9, 2006;Closed with directions;Harassment of Newsmen;AnnualReport2006
15.Complaint of Shri Ved Prakash Sharma, Editor, Hind Prahari, Hindi Weekly, Delhi against (i) Manager, Canterbury Public School, Delhi (ii) Director, Education Department, Government of Natioal Capital Territory of Delhi (iii) Police Authorities (iv) The Chief Secretary, Government of National Capital Territory of Delhi and (v) The Secretary, Home (Police) Department, Government of National Capital Territory of Delhi, Delhi.;February 9, 2006;Closed with directions;Harassment of Newsmen;AnnualReport2006
