Complaint;Date;Status;ComplaintType;Report_name
Complaint of Shri Sandeep Kumar Shukla,  Correspondent, Black Tiger, Hindi Daily,  Khiri, U.P. against Shri K.P. Singh, Forest  Ranger, Gola Range, Khiri, U.P.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Kamlesh Trivedi,  Correspondent, Rahat Times, Lakhimpur  Khiri, U.P. against Shri Yogender Singh,  S.H.O., Police Station-Gola, Khiri, U.P.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Ali Mohd., Journalist, Apradh  Today, Sitapur, U.P. against Shri R.P. Sahi,  SHO, Sardar Harmeet Singh and other local  police authorities, Sitapur, U.P.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Choudhary Ved Prakash  Chahar, City Chief, Aaj, Agra, Uttar  Pradesh against local police authorities and  anti-social elements.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Anil Shukla, Reporter,  Aaj, Lakhimpur Khiri, Uttar Pradesh  against the Forest Officer, South Forest  Department, Khiri, U.P.;April 26, 2012;Dismissed  with  observation;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Anand Singh, District  Representative,  Aaj,  Hindi  Dainik,  Faizabad, Uttar Pradesh against District  Magistrate and Superintendent of Police,  Ambedkar Nagar, Uttar Pradesh.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Lallan Prasad Gupta,  Correspondent, Amar Ujala, Mau, U.P.  against anti-social elements.;April 26, 2012;Dismissed  with  observation;Harassment of Newsmen;AnnualReport2013
Complaint  of  Shri  Vijay  Prakash,  Representative, Sharp Reporter, Azamgarh,  U.P. against the Superintendent of Police,  Azamgarh, U.P.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Naresh Kumar Gupta,  Correspondent, Maya Awadh, Hardoi, Uttar  Pradesh against Chief Medical Officer,  District Hospital, Hardoi, Uttar Pradesh.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Ramanand Singh  Chandel, District Correspondent, Saral  Sahara, Unnao, Uttar Pradesh against the  Superintendent of Police, Unnao, Uttar  Pradesh.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri C.S. Kalra, Editor,  University Today, New Delhi against the  Vice- Chancellor, Jamia Millia Islamia,  New Delhi;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Omprakash Baghel, Editor,  Duniya Ek Nazar Main, Aligarh, U.P. against  anti-social elements, Aligarh, U.P.;April 26, 2012;C l o s e d;Harassment of Newsmen;AnnualReport2013
Suo-motu inquiry initiated against the  Government of Uttar Pradesh regarding  arrest of Muzaffarnagar based journalist.;April 26, 2012;Further  action  dropped with  Directions;Harassment of Newsmen;AnnualReport2013
Suo-motu inquiry initiated against the  Government of Uttar Pradesh regarding  arrest of Muzaffarnagar based journalist.;April 26, 2012;Further  action  dropped with  Directions;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Ashok Rawat, Chief  Editor, Braj Kranti, Hathras, Uttar Pradesh  against the Divisional Joint Education  Director, Hathras, Uttar Pradesh.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Rajiv Yadav, Journalist,  Amar Ujala, District Farukhabad, U.P.  against local police authorities.;April 26, 2012;Dismissed Adjudications Merged;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Shashi Bhushan Dubey,  Bureau Chief, Vindhya Bharat, Mirzapur,  Uttar Pradesh against the local police  authorities and liquor mafia, Mirzapur, U.P.;April 26, 2012;Dismissed  with drawn;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Sudhir Jain, Journalist,  Swadesh, Jhansi, Uttar Pradesh against  Additional District Magistrate, Mauranipur  and SHO, Mauranipur, Jhansi, Uttar  Pradesh.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Shri Ganesh Kumar Shukla,  Reporter, Adarsh Panchayati Raj, Chitrakoot,  Uttar Pradesh against (i) Shri Akhilesh  Pandey, CO, (ii) Shri Mahesh Singh, SHO,  Rajapur, (iii) Shri Nandlal Singh, SHO,  Pahari, U.P.;April 26, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of  Shri P. Dillibabu Reddy, Editor,  Asha Jyothi & Vice-President, Andhra  Pradesh Working Journalists Federation,  Chitoor (A.P.) against Shri I.Y.R. Krishna  Rao, Execuitive Officer, Tirumala Tirupati  Devastanams, Tirupati.;December 21, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
Complaint of Md. Hashim Azad Khan,  Chief Editor, Azad Par Julm, Kanpur, Uttar  Pradesh against Shri Sanjay Tiwari, Assistant  Regional Transport Officer, Kanpur, Uttar  Pradesh.;December 21, 2012;Dismissed;Harassment of Newsmen;AnnualReport2013
