Complaint;Date;Status;ComplaintType;Report_name
17. Complaint of Shri Mahavir Jain, Editor, Marulahar (Evening) Barmer against District Administration, Barmer.;November 15, 1996;Sub-judice;Harassment of Newsmen;AnnualReport1997
18. Complaint of Shri Rajkumar Jain, Editor, Dainik Raj India, Jaipur against Government of Rajasthan.;November 15, 1996;Sub-judice;Harassment of Newsmen;AnnualReport1997
19. Complaint of Shri Shankarlal Saini, Chief Editor, Jang-E-Jawan, Sardarshahar against Registration Clerk, Tehsil Office, Sardarshahar, (Rajasthan).;November 15, 1996;Dismissed;Harassment of Newsmen;AnnualReport1997
20. Complaint of Shri Laxman Singh, Journalist and Correspondent of Rashtradoot from Makrana Area against Mineral & Geographical Department, Makrana, (Rajasthan).;November 15, 1996;Upheld;Harassment of Newsmen;AnnualReport1997
21. Complaint of Shri Ved Prakash, Editor & Publisher Dholpur Chitran Weekly, Dholpur against District Magistrate & District Collector, Dholpur.;November 15, 1996;Settlement;Harassment of Newsmen;AnnualReport1997
22. Complaint of Shri Jagdish Prasad Sharma, Chief Editor, Kalyug Mein Jyoti' Beawar against Police authorities.;November 15, 1996;Observations;Harassment of Newsmen;AnnualReport1997
"23. Suo-motu inquiry w.r.t. the news item captioned ""Mediaman beaten up by the BSF Jawans"" in Hindustan Times issue dated May 31, 1996.";March 17,1997;Authorities advised;Harassment of Newsmen;AnnualReport1997
24. Complaint of Shri Harjeet Dua, Editor, Yuvapukar, Delhi against police;authorities.;Assurance;Harassment of Newsmen;AnnualReport1997
25. Complaint of Ms. Chandrakanta Maheshwari, Nagpur against Head of the Library, Shri Amar Singh Rathore.;authorities.;Dropped for non-prosecution;Harassment of Newsmen;AnnualReport1997
26. Complaint of Shri Mohan Nagpal, Editor, Daily Pilot, Bhatinda (Punjab) against Telecom District Manager, Bhatinda.;authorities.;Settlement;Harassment of Newsmen;AnnualReport1997
27. Complaint of Shri Satish Kumar, Editor, Mazdoor Morcha against Jind (Haryana) Police.;March 17, 1997;Proceedings dropped;Harassment of Newsmen;AnnualReport1997
28. Complaint of Shri Arvind Kumar Shukla, Correspondent, Dainik Amar Ujala, Bareilly against SHO, Khiri, (U.P.).;March 17, 1997;Assurance;Harassment of Newsmen;AnnualReport1997
29. Complaint of Shri Vijay Vedant, Secretary, District Journalist Association Bulandshahar against SHO Dibai, Bulandshahar.;March 17, 1997;Upheld;Harassment of Newsmen;AnnualReport1997
30. Complaint of Shri Bal Kishan Gupta, Agent/Representative, Daink Jagran, Patiyali, Etah, U.P. against Manager Central Bank of India, Patiyali, U.P.;March 17, 1997;Dismissed on-merits.;Harassment of Newsmen;AnnualReport1997
31. Complaint of Shri Dhaniram Shivhare, Journalist Dainik Swadesh Achran, Muraina against Shri Sudhir Kumar Sharma, Jr. Engineer, Electricity Deptt. Muraina.;March 17, 1997;Closed with directions;Harassment of Newsmen;AnnualReport1997
32. Complaint of Shri Vipin Chand Jain, Editor, Shivpuri, Madhya Pradesh against District Collector, M.P. Shivpuri.;March 17, 1997;Closed for non-prosecution;Harassment of Newsmen;AnnualReport1997
33. Complaint of Smt. Tara Singh, Chief Editor, Nav Vihan, Hindi Weekly against Shri Prakash Dubey, City Police Superintendent, Govindpura.;March 17, 1997;Sub-judice;Harassment of Newsmen;AnnualReport1997
34. Complaint of Shri Prem Kumar Gupta, Editor, Bhrashttantra Weekly, Rohtak against DAVP.;June 28, 1996;Dismissed;Facilities to the Press;AnnualReport1997
35. Complaint of Smt. Yasmeen Shahid, Owner, Ganga O-Jaman Ka Tarjuman, Urdu weekly of Fatehpur (U.P.) against Director, I&PRD, Government of U.P., Lucknow.;June 28, 1996;Upheld with directions;Facilities to the Press;AnnualReport1997
36. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities;June 28, 1996;Dismissed for lack of substance;Facilities to the Press;AnnualReport1997
b. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities.;June 28, 1996;Dismissed for lack of substance;Facilities to the Press;AnnualReport1997
c. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities.;June 28, 1996;Dismissed for lack of substance;Facilities to the Press;AnnualReport1997
d. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities..;June 28, 1996;Dismissed for lack of substance;Facilities to the Press;AnnualReport1997
37. Complaint of Director, Nellai Kadiravan, Tamil Daily, Tirunelveli (Tamil Nadu) against Information & Public Relations Department, Government of Tamil Nadu.;September 25, 1996;Closed as withdrawn;Facilities to the Press;AnnualReport1997
38. Complaint of Shri Madan Lal Pahwa, Chief Editor, Rashtra Chhaya against Government of National Capital Territory of Delhi regarding stoppage of advertisements.;September 25, 1996;Disposed with observations;Facilities to the Press;AnnualReport1997
39. Complaint of Shri Jagdish Chandra, Chief Editor, Yug Sewa, Fortnightly, Gwalior against Administration of M.P.;September 25, 1996;Disposed with directions;Facilities to the Press;AnnualReport1997
40. Complaint of Shri LC Bhartiya, President, Rajasthan Unit, AISMNF and Shri Rajmal Singh, Editor, Gulabi Halchal, Jaipur forwarded by Shri B M Sharma, Member, Press Council of India against Govt. of Rajasthan.;November 15, 1996;Upheld;Facilities to the Press;AnnualReport1997
41. Complaint of the President, Nav Chetna Patrakar Sangh, Jaipur against Director, Information & Public Relations Department.;November 15, 1.996;Dismissed;Facilities to the Press;AnnualReport1997
42. Complaint of Shri Dhanpat Rai Khanna, Editor, Dosti Ka Sandesh, Ajmer against the Director, I&PRD, Govt. of Rajasthan.;November 15, 1.996;Sub-judice;Facilities to the Press;AnnualReport1997
43. Complaint of Shri Gayaprasad Bansal, Chief Editor, Desh Ki Dharti, Kota against Rajasthan Public Services Commission.;November 15, 1.996;Dismissed ;Facilities to the Press;AnnualReport1997
44. Complaint of Smt. Krishna Soni, Editor and Publisher, Jugalbandi Ka Jadu against Director, Information & Public Relations Department, Jaipur.;November 15, 1.996;Dismissed;Facilities to the Press;AnnualReport1997
45. Complaint of Shri D K Trivedi, Editor, Shyam Anugrah, Jaipur against I&PRD, Government of Rajasthan.;November 15, 1.996;Dismissed;Facilities to the Press;AnnualReport1997
46. Complaint of Shri Krishan Soni Azad, Editor Seema Ki Lalkar, Suratgarh against Information & Public Relations Department;November 15, 1.996;Closed upon settlement;Facilities to the Press;AnnualReport1997
47. Complaint of Chief Editor, Sare Rah, Ajmer against Director, I&PRD, Government of Rajasthan.;November 15, 1.996;Observations;Facilities to the Press;AnnualReport1997
48. Complaint of Shri G S Labana, Editor, Rajyadesh Ajmer, against I&PRD, Rajasthan.;Closed upon settlement;Dismissed;Facilities to the Press;AnnualReport1997
49. Complaint of Shri Tarachand Chhajed, Managing Editor, Shreyans Weekly, Kishangarh (Rajasthan) against Public Relations Department, Jaipur.;Closed upon settlement;Dismissed;Facilities to the Press;AnnualReport1997
50. Complaint of Shri Ashok Kumar Gupta, Chief Editor, Golden Punjab, Chandigarh against Shri I S Bandhu PCS-SDM, Chandigarh, regarding authentication of the declaration.;March 17,1997;Closed with observations;Facilities to the Press;AnnualReport1997
51. Complaint of Shri Vikram Singh Bedi, Chief Editor, Jaswant Jeet Jyoti, Hindi fortnightly against the Director, I&PRD, Government of Rajasthan, Jaipur.;March 17,1997;Settled & Closed;Facilities to the Press;AnnualReport1997
52. Complaint of Shri Radha Krishan Sharma, Reporter/District correspondent, The Pioneer, Swatantra Bharat, Lucknow/Kanpur against Chief Editor & Management of the newspapers, D.M. Etah, IPRD and DIO Etah.;Upheld;Conduct disapproved (observations);Facilities to the Press;AnnualReport1997
53. Complaint of Shri S I Ahmed, Chief Editor, Sabz Chehra, Hindi weekly, Bhopal against the Govt. of M.P.;Upheld;Closed with Directions;Facilities to the Press;AnnualReport1997
54. Complaint of Shri TE Raghavan Simhan, Chief of Bureau, Newstime, Madras against Park Sheraton Hotel & Towers, Madras.;September 25, 1996;Settled;Curtailment of Press Freedom;AnnualReport1997
55. Complaint of Shri Mehadi Avadi, Journalist Allahabad against the District Information Officer, Allahabad, U.P.;September 25, 1996;Disposed with observations;Curtailment of Press Freedom;AnnualReport1997
56. Complaint of the General Secretary, Bihar Journalists Union, Munger Unit against District Administration, Munger.;September 25, 1996;Closed with observations;Curtailment of Press Freedom;AnnualReport1997
57. Complaint of Shri Dr. Hafiz Majid Hussain, Chief Editor, Daily Urdu Action against the President, Secretary & Public Relation Officer, M.P. Legislative Assembly, Bhopal.;March 17, 1997;Settlement;Curtailment of Press Freedom;AnnualReport1997
