Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Sh. Rama Shankar Prasad, Correspondent against police authorities, Nalanda, Bihar.;June30,1993;Dismissed with observations;Harassment of Newsmen;AnnualReport1994
2. Complaint of editor, 'Sukhchain,' Sagar, M.P. against Scheduled Tribe Project Officer Devari, U.P.;June30,1993;Dismissed for lack of prosecution;Harassment of Newsmen;AnnualReport1994
3. Complaint of Sh. K. C. Sharma, Chief Editor, 'Thunder Mail', Saharanpur, U.P. against Colonel U.S. Rathore, Commandant Remount Training School & Depot, Saharanpur, U.P.;June30,1993;Border line case-Dismissed;Harassment of Newsmen;AnnualReport1994
4. Complaint of editor, Rajasthan Patrika against SHO Rajgarh, Rajasthan;June30,1993;Disposed;Harassment of Newsmen;AnnualReport1994
5. Complaint of Sh. Krishan Dev Pan-dey, 'Nutan Kahaniyan' against Dis-trict Magistrate, Gorakhpur, U.P.;June30,1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
6. Complaint of editor, 'Barmer Express' against ADM, Barmer;June30,1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
7. Complaint of Sh. Gulshan Mahajan, editor, 'Skeptics India', Delhi against local police authorities, Delhi;June30,1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
b. Complaint of Shri P.S. Chopra, Chief Reporter, 'Skeptics India', Delhi against local police authorities, Delhi;June30,1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
8. Complaint of Dr. Kewal Singh, Jour-nalist, Rampur, District Banda (U.P.) against SHO, Jaspura, Banda, U.P.;June30,1993;Assurance;Harassment of Newsmen;AnnualReport1994
9. Complaint of Sh. Ashok Ahuja, Chairman, District Press Club Sevni, M.P. on behalf of Sh. R. K. Vishwakarma, Representative UNI (Varta) and 'Dainik Bhaskar' against Sh. K.C. Gupta (Executive Engineer of P.H.E. Department., Sevni, M.P.;June 30, 1993;Dismissed with observations;Harassment of Newsmen;AnnualReport1994
10. Complaint of Chief Editor, 'Hilton Times', Delhi against D.M. Mau, U.P.;June 30, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1994
11. Complaint of Sh. Ashok Kumar Mahawar, sub editor of 'Dainik Malwa Kranti', Ujjain against Sh. Babulal Jain, the then Commerce Minister, Govt. of M.P. and Police authorities, Ujjain;June 30, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1994
12. Complaint of Sh. Radhey Shyam Bhakta, correspondent Hindustan Samachar Samiti Kisanganj Bihar against the police officials, Kishan-ganj, Bihar and Director, Informa-tion & Public Relations Department, Patna, Bihar;September 20, 1993;Dismissed;Harassment of Newsmen;AnnualReport1994
13. Complaint of Sh. Umesh Chandra Srivastav, correspondent, Swatantra Bharat, Hindi daily of Lucknow, U.P., against Sh. O.M. Verma, Manager, Govind Sugar Mills Ltd, Aera, District, Khiri, U.P. and Chief Secretary, Sugar & Sugarcane Development Department, Govt of U.P. Lucknow, U.P.;September 20, 1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
"14. Complaint of Sh. Rajesh Bajpai, Distt. correspondent, 'Swatantra Chetna"" Unnao U.P. against police authorities, Unnao U.P.";September 20, 1993;Dismissed for non-prosecution;Harassment of Newsmen;AnnualReport1994
15. Complaint of Sh. Lalit Kumar Suman, Chief Editor, 'Ugna Times' Hindi fortnightly of Darbhanga of Bihar against DM & SP of Darbhanga, Bihar;September 20, 1993;Sub-judice;Harassment of Newsmen;AnnualReport1994
16. Complaint of General Secretary, Bihar Working Journalists Union, Ranchi against District Administration, Ranchi;September 20, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1994
17. Complaint of Sh. Pawan Maru, Editor, 'Ranchi Express', Ranchi against Deputy Commissioner & SHO, West Singhboom, Bihar;September 20, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1994
18. Complaint of Sh. Anwar Qureshi, Journalist, Ganj Basauda, District Vidisha (M.P.), against local Police authorities, District Vidisha, M.P.;September 20, 1993;Disposed with observations;Harassment of Newsmen;AnnualReport1994
19. Complaint of the Editor in-charge, 'Agnigar', an Assamese Weekly against Govt of Assam;September 20, 1993;Dismissed;Harassment of Newsmen;AnnualReport1994
20. Complaint of Sh. Pathik Guha, Secretary, Press Club, Calcutta against the Govt. of West Bengal.;September 20, 1993;Disposed upon assurance by authorities;Harassment of Newsmen;AnnualReport1994
21. Complaint of Shri Dhaniram Shiv-hare, Journalist, 'Daily Acharan' & 'Swadesh' District Banmore, M.P. against T.I. Banmore Police;September 20, 1993;Upheld;Harassment of Newsmen;AnnualReport1994
22. Complaint of Sh. Rajesh Badal, journalist against editor, 'Nai Duniya', Bhopal;September 20, 1993;Dismissed;Harassment of Newsmen;AnnualReport1994
23. Complaint of Sh. Chandramani Raghuvanshi, editor, 'Bijnor Times', Bijnor against BJP MLA, and police authorities, Bijnor;January  24, 1994;Assurance by authorities;Harassment of Newsmen;AnnualReport1994
