Complaint;Date;Status;ComplaintType;Report_name
﻿1.Complaint of Shri Rasananda Mohanthy, Cuttack, Odisha against the Editor, The Samaj. (14/455/16-17-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
2.Complaint of Shri K.S. Srinivasan, Chennai against the Editor, Deccan Chronicle, Chennai. (14/551/16-17-PCI);29-05-2019;Withdrawn;Principles and Publications;AnnualReport2020
3.Complaint of Shri Tanvir Ahmad, Deputy Director (Estate-1), New Delhi Municipal Council, Palika Kendra, New Delhi against the Editor, Navbharat. (14/241/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
4.Complaint of Shri Girdhari Lal Sharma, Mathura, UP against the Editor, Hindustan. (14/75/18-19-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
5.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor Punjab Kesar. (14/222/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
6.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor. Dainik Bhaskar. (14/223/18-19-PCI);29-05-2019;Dismissed.;Principles and Publications;AnnualReport2020
7.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor Dainik Jagran. (14/224/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
8.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor Amar Ujala. (14/225/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
9.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor Dainik Savera. (14/226/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
10.Complaint of Smt. Seema Devi, Karnal, Haryana against the Editor Dainik Jag Marg. (14/227/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
11.Complaint of Ms. Shobha Aggarwal, Member, AIDS Bhedbhav Virodhi Andolan, New Delhi against the Editor, The Hindu. (14/324/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
12.Complaint of Sh. Ajay Gautam, New Delhi against Hindustan. (14/93/17-18-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
13.Complaint of Sh. Rajinder Singh, IPS, former DGP, Pb. (Retd.), Mohali against The Tribune. (14/225/17-18-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
14.Complaint of Shri Harminder Arora, Moga, Punjab against the Editor, Dainik Savera. (14/157/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
15.Complaint of Shri V. Sagar, Secretary, The Institute of Chartered Accountants of India, New Delhi against the editor, DLA, Agra. (14/185/18-19-PCI);29-05-2019;Disposed of being withdrawn;Principles and Publications;AnnualReport2020
16.Complaint of Smt. Makhmali Devi, Rurki, Uttarakhand against the Editor, Dainik Jagran, Meerut, U.P (14/4/18-19);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
17.Complaint of Shri Mahaveer Singh against the Editor, Amar Ujala, Noida, Gautambudh Nagar, Uttar Pradesh. (14/98/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
18.Complaint of Shri Kamal Sharma, Lucknow, Uttar Pradesh against the Editor, The Hindustan Times. (14/199/18-19-PCI);29-05-2019;Disposed of with direction;Principles and Publications;AnnualReport2020
19.Reference from Ministry of Home Affair forwarding therewith communication of Director General of Police, Jammu & Kashmir Police against Early Times (Received through MIB). (14/172/18-19-PCT);29-05-2019;Censured;Principles and Publications;AnnualReport2020
20.Complaint of Shri M. Siraj Anwar, Professor & Head, Publication Division, NCERT, New Delhi against The Times of India, New Delhi. (14/93/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
21.Complaint of Shri N. Sankara Menon, Tamil Nadu against the Editor. Times of India, Chennai, Tamil Nadu. (14/245/18-19-PCT);29-05-2019;Censured;Principles and Publications;AnnualReport2020
22.Complaint of Shri Dibya Kant Shukla, Secretary, U.P. Secondary Education Service Selection Board, Allahabad, U.P. against the Editor, Dainik Jagran, Kanapur, Uttar Pradesh. (14/398/18-19-PCI);29-05-2019;Disposed of with direction;Principles and Publications;AnnualReport2020
23.Complaint of Shri Akshay Pathak, Mumbai against the Editor Loksatta, Mumbai. (14/323/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
24.Complaint of Shri Akshay Pathak, Mumbai against the Editor The Indian Express. (14/473/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
25.Complaint of Capt. Makar B. Limbu, West Bengal against the Editor Himalaya Darpan Siligury. (14/500/16-17-PCI);22-08-2019;Disposed of with direction to publish corrigendum.;Principles and Publications;AnnualReport2020
26.Complaint of Shri Shri Kant Rai, Secretary General, NTPC Executives' Federation of India, New Delhi against the Editor Union Territory Independent, Delhi. (14/213/18-19-PCI);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
27.Complaint of Shri Mithun Ghosh, Specialist, Forensic Medicine, P.L. Sharma District Hospital, Meerut against the Editor, Amar Ujala. (14/499/18-19-PCI);22-08-2019;Disposed of with direction;Principles and Publications;AnnualReport2020
28.Complaint of Shri Chandra Mohan Vathyam, Hyderabad against the Editor, Deccan Chronicle, Secunderabad. (14/308/16-17-PCI);22-08-2019;Censured;Principles and Publications;AnnualReport2020
29.Complaint of Shri N.S. Madeswaran, Krishnagiri (Tamilnadu) against the Editor, Dinamani. (14/399/18-19-PCI);22-08-2019;Disposed of with direction to publish complaint's version ;Principles and Publications;AnnualReport2020
30.Complaint of Shri N.S. Madeswaran, Krishnagiri (Tamilnadu) against the Editor, Maalai Malar. (14/400/18-19-PCI).;22-08-2019;Disposed of with direction to publish complaint's version;Principles and Publications;AnnualReport2020
31.Complaint of A.M.D. Mohamed Salih Hussain, Tamilnadu against the Editor, Daily Thanthi, Madurai. (14/533/17-18-PCI);22-08-2019;Disposed of with direction to publish corrigendum.;Principles and Publications;AnnualReport2020
32.Complaint of Sh. P.E.B. Menon, Pranth Sanghachalak, RSS, Kerala against the Editor, Deshabhimani Kerala. (14/197/17-18-PCI);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
33.Complaint of Dr. N.S. Ashok Kumar, Bangalore University, Bangalore against the Editor. The New Indian Express Banglore. (14/174/17-18-PCT);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
34.Complaint of Ms. Mukta karwar, Karnataka against the Editor, Karavali Mungavu, Karnataka, (14/166/17-18-PCT);22-08-2019;Assurance to publish regret and correction-Matter disposed of;Principles and Publications;AnnualReport2020
35.Complaint of Dr. B. Srinivasulu, M.D., Aditya Nursing Home, Adoi (Andhra Pradesh) against the Editor, 'Eenadu Andhra Pradesh. (14/537/17-18-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
36.Complaint of Shri M.K. Sivadas, Kerala against the Editor The Times of India. (14/47/18-19-PCT);22-08-2019;Disposed of with direction to publish complaint's version;Principles and Publications;AnnualReport2020
37.Complaint of Shri M.K. Sivadas, Kerala against the Editor, Mathrubhumi. (14/48/18-19-PCT);22-08-2019;Disposed of with direction to publish complaint's version;Principles and Publications;AnnualReport2020
38.Complaint of Dr. C.V. Ravindranath, Managing Partner & Managing Trustee, Krishna Jewels, Kannur against the Editor Malayalam Manorama. (14/474/17-18-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
39.Complaint of Dr. C.V. Ravindranath, Managing Partner & Managing Trustee, Krishna Jewels, Kannur against the Editor Mathrubhumi. (14/475/17-18-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
40.Complaint of Dr. C.V. Ravindranath, Managing Partner & Managing Trustee, Krishna Jewels, Kannur (Kerala) against the Editor Mathrubhumi Weekly. (14/46/18-19-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
41.Complaint of Shri A.S. Dinesh Kumar, Managing Director, A.P. State Fibre Net Ltd., Vijayawada, Andhra Pradesh against the Editor Sakshi. (14/567/18-19-PCI);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
42.Complaint of Shri Saji K. Ittan, Kerala against the Editor Mangalam, Kochi. (14/270/18-19-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
43.Complaint of Registrar. Shri Padmavati Mahila Visvavidyalayam (Women's University) Tirupati, Andhra Pradesh against the Editor, Sakshi, Hyderabad. (14/40/18-19-PCI);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
44.Complaint of Shri S.C. Mangesh Kumar, Advocate, Gudiyathham, Guddiyattam (Tamilnadu) against the Editor, The Vil Voice, Chennai. (14/168/18-19-PCI);22-08-2019;Disposed of with direction to publish clarification;Principles and Publications;AnnualReport2020
45.Complaint of Shri Girijesh, Chennai against the Editor. Telegraph, Kolkata. (14/527/18-19-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
46.Complaint of Dr. Amit Kumar, President, National Public Service Commission, Bihar against the Editor, Dainik Jagran. (14/484/18-19-PCT);22-08-2019;Censured;Principles and Publications;AnnualReport2020
47.Complaint of Dr. Arunima Chakravorty, Principal, DPS, Bhagalpur, Bihar against the Editor, Dainik Jagran, Bhagalpur. (14/497/18-19-PCI);22-08-2019;Disposed of with direction to publish clarification;Principles and Publications;AnnualReport2020
48.Complaint of Shri Prasun Maitra, State Committee Member, Hindu. Samhati North-24, Parganas, W.B against the Editor, Jugasankha. (14/280/17-18-PCI);22-08-2019;Complaint withdrawn;Principles and Publications;AnnualReport2020
49.Complaint of Shri Ajay Nandi, Kshetriya Sanghachalak, RSS. Kolkata West Bengal against the Editor, Ei-Somoy (Bengal News Paper). (14/340/17-18-PCI);22-08-2019;Disposed of with direction to publish complainant's version;Principles and Publications;AnnualReport2020
50.Complaint of Dr. Supratik Sanatani, Kolkata against the Editor. The Statesman, Kolkata. (14/252/17-18-PCI);22-08-2019;Disposed of with observation;Principles and Publications;AnnualReport2020
51.Complaint of Dr. Sudip Chatterjee, Secretary, Park Clinic, Kolkata against the Editor, Ebela. (14/173/17-18-PCI);22-08-2019;Disposed of;Principles and Publications;AnnualReport2020
52.Complaint of Shri Jagadish Chandra Ghosh, Kolkata against the Editor, Ananda Bazar Patrika. Kolkata. (14/201/17-18-PCI);22-08-2019;Disposed of ;Principles and Publications;AnnualReport2020
53.Complaint of Debkumar Giri Medinipur West Bengal against the Editor, Ananda Bazar Patrika. (14/482/18-19-PCI);22-08-2019;Disposed of with observation;Principles and Publications;AnnualReport2020
54.Complaint of Shri S.K. Sharma, Dy. General Manager, Uranium Cor-poration of India Ltd, Singhbhum (E), Jharkhand against the Editor, Prabhat Khabar, Jamshedpur. (14/283/18-19-PCD;22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
55.Complaint of Dr. G. Narayan, Medical Practitioner at Primary Health Centre, Vaishali, Bihar. against the Editor Dainik Bhaskar. (14/100/18-19-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
56.Complaint of Shri Ramji Prasad Gupt, Editor, Gorakhpur Mail, Gorakhpur (U.P.) against Dr. Rajesh Kumar Yadav, Journalist Nishpaksh Bharat Doot and Shri Jitendra Kumar, Journalist, Gorakhpur (U.P) (14/625/18-19-PCI);15-11-2019;Dismissed;Principles and Publications;AnnualReport2020
57.Complaint of Shri Vimal Shukla, Party President, Dist. Congress Committee, Sitamarhi, Bihar against The Editor-in-Chief, Hindustan, New Delhi and Shri Navneet Kumar, Reporter, Hindustan, Purnia, Bihar.. (14/551/18-19-PCI);15-11-2019;Dismissed;Principles and Publications;AnnualReport2020
58.Complaint of Smt. Rekha Bhardwaj, Bareilly, U.P. against the Editor, Dainik Jagran, Kanpur, U.P. (14/25/19-20-PCI);15-11-2019;Dismissed;Principles and Publications;AnnualReport2020
59.Complaint of Shri Asgar Hussain, Councillor, Chakuliya, Jharkhand against the District Magistrate and the District Information Officer, East Singhbum, Jharkhand. (14/586/18-19-PCI);15-11-2019;Disposed of;Principles and Publications;AnnualReport2020
60.Complaint of Shri Dharmendra Runwal, Mumbai against the Editor, Maharashtra Times (Nagpur). (14/191/17-18-PCI);15-11-2019;Censured;Principles and Publications;AnnualReport2020
61.Complaint of Shri Dharmendra Runwal, Mumbai against the Editor, Lokmat (Nagpur). (14/192/17-18-PCI);15-11-2019;Censured;Principles and Publications;AnnualReport2020
62.Complaint of Shri Dharmendra Runwal, Mumbai against the Editor, Navbharat Times (Mumbai). (14/193/17-18-PCI);15-11-2019;Censured;Principles and Publications;AnnualReport2020
63.Complaint of Dr. S.K.Arora, Addl. Director, Directorate General of Health Services, New Delhi against the Editor, Times of India, Mumbai. (14/433/18-19-PCI);15-11-2019;Warned;Principles and Publications;AnnualReport2020
64.Complaint of Shri S.S. Ranawat, Bhilwara, Rajasthan against the Editor, Naya India. (14/108/19-20-PCI);15-11-2019;Dismissed;Principles and Publications;AnnualReport2020
65.Complaint of Shri Namo Jain, President and Shri Pawan Soni General Secretary, Meerut LPG Distributors Association, Meerut against the Editor, Dainik Pratigya, Meerut Cant., U.P. (14/622/19-20-PCI);22-01-2020;Dismissed;Principles and Publications;AnnualReport2020
66.Complaint of Shri Mahesh Chandra Gupta, Shahjhanpur, U.P. against Shri Manoj Prabal, Reporter, Rashtriya Reporter, U.P. (14/77/19-20-PCI);22-01-2020.;Dismissed;Principles and Publications;AnnualReport2020
67.Complaint of Ms. Anjali Gupta, Janpad Unnav, U.P. against the Editor, Dainik Jagran, Kanpur, U.P. (14/173/19-20-PCI);22-01-2020;Dismissed;Principles and Publications;AnnualReport2020
68.Complaint of Smt. Kirti Gautam, Secretary, U.P. Secondary Education Service Selection Board, Allahabad against the Editor, Dainik Jagran, Allahabad, U.P. (14/292/19-20-PCI) Press and Defamation;22-01-2020;Disposed of with directions;Principles and Publications;AnnualReport2020
69.Complaint of Dr. Protim Sharma, Assam against the Editor, Asomiya Khabar, Assam.(14/383/16-17-PCT);29-05-2019;Disposed of being sub-judice;Principles and Publications;AnnualReport2020
70.Complaint of Dr. Protim Sharma, Assam against the Editor, Niyomiya Barta. (14/485/16-17-PCI);29-05-2019;Disposed of being sub-judice;Principles and Publications;AnnualReport2020
71.Complaint of Shri Safal Kr. Khound, President Jorhat Assam against the Editor, Asomiya Pratidin. (14/506/16-17-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
72.Complaint of Dr. Sangram K. Mohapatra, Managing Director, SSB Hospital, Orissa against the Editor, The Seva Shree. (14/542/16-17-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
73.Complaint of Smt. Jyoti Singh, Sonipat, Haryana against Editor, Amar Ujala. (14/177/18-19-PCT);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
74.Complaint of Smt. Jyoti Singh, Sonipat, Haryana against Editor, Punjab Kesari. (14/178/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
75.Complaint of Shri V. Sagar, Secretary, The Institute of Chartered Accountants of India, New Delhi against the Editor, Rajasthan Patrika. (14/215/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
76.Complaint of Shri V. Sagar, Secretary, The Institute of Chartered Accountants of India, New Delhi against the Editor. The Economic times. (14/243/18-19-PCI);29-05-2019;Disposed of with direction;Principles and Publications;AnnualReport2020
77.Complaint of the Senior Medical Superintendent, Deen Dayal Upadhayay Zonal Hospital, Shimla against the Editor, Amar Ujala. (14/127/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
78.Complaint of Principal, Dr. R.P. Govt. Medical College, Kangra at Tanda, HP against the Editor, Dainik Jagran, Himachal Pradesh. (14/221/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
79.Complaint of Shri Subham Aggarwal, Bijnore, Uttar Pradesh against the Editors, Amar Ujala (14/106/18-19-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
80.Complaint of Shri Subham 29-05-2019 Aggarwal, Bijnore, Uttar Pradesh against the Editors, Dainik Jagran (14/107/18-19-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
81.Complaint of Shri Ahmed Mohammad, New Delhi against the Editor, The Hindustan Times. (14/386/17-18-PCI);29-05-2019;Disposed of with assurance;Principles and Publications;AnnualReport2020
82.Complaint of Shri Dolraj Gaire, Bhopal Madhya Pradesh against the Editor, Pradesh Today, Bhopal Madhya Pradesh. (14/309/17-18-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
83.Complaint of Shri Suresh Harchandani and others, Directors of Navjeevan Coop. Bank, Ulhasnagar against Kalyan Clean Times, Ulhasnagar. (14/322/17-18-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
84.Complaint of Shri Ajeet Shankar Lal Bhatia, Thane, Maharashtra against Kalyan Clean Times, Ulhasnagar. (14/471/17-18-PCI);29-05-2019;Disposed of;Principles and Publications;AnnualReport2020
85.Complaint of Shri Lalit Jain, Jyoti Flames, (Bharat Gas Agency). Bulandshahar, Uttar Pradesh against the Editor, Amar Ujala, Meerut, Uttar Pradesh. (14/149/18-19-PCI);29-05-2019;Censured;Principles and Publications;AnnualReport2020
86.Complaint of Shri Mohammad Sameer, Jaipur, Rajasthan against Hindustan, New Delhi. (14/191/18-19-PCI);29-05-2019;Disposed of with direction;Principles and Publications;AnnualReport2020
87.Complaint of Shri Venugopal Darbha, Coding Officer, Government Opium & Alkaloid, Neemuch, Madhya Pradesh against the Editor, Dainik Bhaskar, Ratlam, Madhya Pradesh. (14/175/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
88.Complaint of Dr. Thakur Mukesh Singh Chauhan, Hazipur, Bihar. against the Editor, Dainik Bhaskar, Patna (14/78/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
89.Complaint of Shri Ashok Kumar Rastogi, Meerut, Uttar Pradesh against the Editor, Dainik Jagarn, Meerut, Uttar Pradesh. (14/183/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
90.Complaint of Authorized Signatory, Patanjali Yogpeeth Maharishi Dayanand Gram, Haridwar against the Editor, Pharmacist Times. Nagapur, Maharashtra. (14/525/17-18-PCI);29-05-2019;Disposed of with directions;Principles and Publications;AnnualReport2020
91.Complaint of Shri Jata Shankar, President, Sri Kashi Jivdaya Vistarni Gaushala against the Editor, Gunj Uthi Ranbhari, Hindi Weekly, Varansi, Uttar Pradesh. (14/290/18-19-PCI);29-05-2019;Disposed of being sub-judice;Principles and Publications;AnnualReport2020
92.Complaint of Sh Bhanu Prakash Mishra, Gorakhpur, Uttar Pradesh against the Editor, Amar Ujala, Gorakhpur, Uttar Pradesh. (14/250/18-19-PCI);29-05-2019;Disposed of with assurance;Principles and Publications;AnnualReport2020
93.Complaint of Shri Hari Ram Mahrolia, Chief Commercial Inspector, Kota Junction, Kota, Rajasthan against the Editor, Chambal Sandesh, Rajasthan. (14/276/18-19-PCI);29-05-2019;Dismissed;Principles and Publications;AnnualReport2020
94.Complaint of Shri Harshwardhan Singh Bhadoriya, Noida against the Editor Dainik U.P. News Express (14/52/17-18-PCT);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
95.Complaint of Shri Ramashrya Singh Yadav, Noida against the Editor Dainik U.P. News Express (14/83/17-18-PCI);22-08-2019;Dismissed;Principles and Publications;AnnualReport2020
