Complaint;Date;Status;ComplaintType;Report_name
1. Complaint of Dr. M.S. Tyagi, Principal, DPS, Dhanbad against the Editor 'Aaj' Ranchi Bihar;June 30, 1993;Upheld;Principles and Publications;AnnualReport1994
2. Complaint of Sh. Vidya Sagar Jain, against the Editor, 'Indian Express', N.D.;June 30, 1993;Rejoinder directed;Principles and Publications;AnnualReport1994
3. Complaint of Smt. S. Bhalla, Principal, Maitreyi College, N.D. against Hindustan, N.D.;June 30, 1993;Contradiction published-No action;Principles and Publications;AnnualReport1994
3. Complaint of Smt. S. Bhalla, Prin-cipal, Maitreyi College, N.D. against Dainik Jagran, N.D.;June 30, 1993;Rejoinder directed;Principles and Publications;AnnualReport1994
4. Complaint of Sh. Prayag Pandey, jour-nalist & member, Municipal Commit-tee, Nainital against Dainik Jagran, Bareilly, U.P.;June 30, 1993;Disapproval;Principles and Publications;AnnualReport1994
5. Complaint of Sh. B.K. Tiwari, Execu-tive Editor, 'Deshbandhu', Raipur against Navabharat, Raipur M.P.;June 30, 1993;Observations (guidelines reiterated);Principles and Publications;AnnualReport1994
6. Complaint of Sh. Nirmal Singh, PRO, IIT, Delhi against The Hindu, New Delhi.;June 30, 1993;Upheld;Principles and Publications;AnnualReport1994
7. Complaint of the Director, ICAT, Govt. of Tripura, Agartala against Dainik Sambad, Agartala.;June 30, 1993;Dismissed as withdrawn;Principles and Publications;AnnualReport1994
8. Complaint of Sh. P.R. Meena, DCP, Central Zone, Delhi Police, against Rashtriya Sahara, N.D.;June 30, 1993;Disposed with observations;Principles and Publications;AnnualReport1994
9. Complaint of Prof. Vishwanath D. Karad, Director Maharashtra Institute of Technology, Pune, against the Editor, Maharashtra Times, Bombay.;June 30, 1993;Disposed with observations;Principles and Publications;AnnualReport1994
10. Complaint of Sh. Raj Gopal, Chair-man, Gramin Yuva Abhikaram, Bhopal (M.P.) against Dainik Swadesh, Raipur.;June 30, 1993;Dismissed for lack of prosecu-tion;Principles and Publications;AnnualReport1994
11. Complaint of Dr. V.P. Banga, Conver-nor, IMA, against Times of India.;June 30, 1993;Dismissed as withdrawn;Principles and Publications;AnnualReport1994
12. Complaint of Sh. J.P. Verma, Advocate against the editor 'Dainik Jagran' Bhopal.;June 30, 1993;Disposed with observations;Principles and Publications;AnnualReport1994
13. Complaint of Sh. Vilas V. Godbole of Bombay against Maharashtra Times, Bombay.;September 20, 1993;Sub-judice;Principles and Publications;AnnualReport1994
14. Complaint of Fr. John Lewis, Principal, Hartmann College, Izatnagar, Bareilly against the editor, Dainik Jagran, Bareilly.;September 20, 1993;Rejoinder directed;Principles and Publications;AnnualReport1994
15. Complaint of Dr. R.S. Sridhar, Madras against Hindu, English daily, Madras.;September 20, 1993;Dismissed with observations;Principles and Publications;AnnualReport1994
16. Complaint of Dr. Vasudha Dhagam-war, Executive Director, MARG, New Delhi against India Today, New Delhi;September 20, 1993;Disposed with observations;Principles and Publications;AnnualReport1994
17. Complaint of Sh. R.K. Gupta, Chair-man, Super Bazar, against The Pioneer, N.D.;September 20, 1993;Disposed with directions;Principles and Publications;AnnualReport1994
18. Complaint of Sh. A.S. Bhullar, Direc-tor General, Bureau of Indian Stand-ards, N.D. against Nav Bharat Times, Hindi daily, New Delhi.;January 24, 1994;Settlement (Disposed);Principles and Publications;AnnualReport1994
19. Complaint of Sh. S.K. Sharma of Rama Vision against Amar Ujala, hindi daily, Bareilly.;January 24, 1994;Settlement;Principles and Publications;AnnualReport1994
20. Complaint of Sh. M. Veerabhadra Rao, Secretary and correspondent, Secunderabad, Hindi Vidyalaya High School, Secunderabad against Deccan Chronicle, Secunderabad. English daily,;January 24, 1994;Dismissed;Principles and Publications;AnnualReport1994
21. Complaint of Sh. B.B. Sharma, Works Manager, (Admn.) Ordnance Factory, Katni against 'Dainik Bhaskar' Hindi daily, Jabalpur, M.P.;January 24, 1994;Directions issued;Principles and Publications;AnnualReport1994
22. Complaint of Sh. Pradeep Kumar Jain, Sri Panchayati Gaushala, Hapur, U.P. against Amar Ujala, Meerut.;January 24, 1994;Settlement;Principles and Publications;AnnualReport1994
23. Complaint of Nakkeeran, Tamil week-ly, Madras against India Today, Tamil and English editions, New Delhi.;January 24, 1994;Disposed;Principles and Publications;AnnualReport1994
24. Complaint of Shri Shiva Subramaniam, Journalist, Erode (T.N.) against Nak-keeran, Tamil weekly of Madras.;January 24, 1994;Closed with observations;Principles and Publications;AnnualReport1994
25. Complaint of Sh. Sumit Ghosh, General Secretary, Mahamaya Mandir Sabha, Saket, New Delhi against the Statesman, English daily N.D.;January 24, 1994;Upheld;Principles and Publications;AnnualReport1994
26. Complaint of Dr. Mansoor Ahmed, Professor-in-Charge, R.A. Degree Col-lege, Bhagalpur against Dainik Hin-dustan, Hindi daily of Patna.;January 24, 1994;Rejoinder directed;Principles and Publications;AnnualReport1994
27. Complaint of Sh. S.K.Beri, Dy. General Manager, Field Gun Factory, Kanpur against Amar Ujala, Hindi daily of Kanpur.;January 24, 1994;Rejoinder directed;Principles and Publications;AnnualReport1994
b. Complaint of Sh. S.K. Beri, Dy. General Manager, Field Gun Factory, Kanpur against Swatantra Bharat, Kanpur.;January 24, 1994;Rejoinder directed;Principles and Publications;AnnualReport1994
c. Complaint of Sh. S.K. Beri, Dy. General Manager, Field Gun Factory, Kanpur against 'Aaj', Hindi daily of Kanpur;January 24, 1994;Rejoinder directed;Principles and Publications;AnnualReport1994
28. Complaint of Sh. Istafa Hussain Fazil, Aligarh against Sunday Observer, New Delhi.;January 24, 1994;(version directed);Principles and Publications;AnnualReport1994
29. Complaint of Sh. Istafa Hussain Fazil, Aligarh against The Hindustan Times, N.D.;January 24, 1994;Version directed.;Principles and Publications;AnnualReport1994
30. Complaint of Sh. Praveen Kapoor, General Secretary, Pragatisheel Yuva Samiti, Paharganj, N.D. against 'Samachar Mail', (Evening), Hindi daily of N.D.;January 24, 1994;Settlement;Principles and Publications;AnnualReport1994
31. Complaint of the Secretary, Krishi Export Commercial Corporation, Varanasi against Samachar Jyoti, Varasani.;January 24, 1994;Disposed with observations;Principles and Publications;AnnualReport1994
32. Complaint of Sh. Kailash Satyarthi Chairperson, SACCS against Indian Express, New Delhi.;January 24, 1994;Settlement;Principles and Publications;AnnualReport1994
33. Complaint of Sh. D.D. Aggarwal, General Secretary, Akhil Bhartiya Jana Sangh, Calcutta against The States-man, Calcutta.;March 28, 1994;Dismissed;Principles and Publications;AnnualReport1994
34. Complaint of Sh. V. Ramananda Sarma, Madras against Sunday-English weekly, Calcutta.;March 28, 1994;Dismissed;Principles and Publications;AnnualReport1994
35. Complaint of Sh. Kailash Madvaiya, General Secretary, All India Bun-delkhand Sahiyta and Sanskrit Council, Bhopal against Dainik Orchha Times of Tikamgarh.;March 28, 1994;Respondent agrees to publish rejoinder;Principles and Publications;AnnualReport1994
36. Complaint of Dr. Ganesh Prasad, Dis-trict President/Regional Medical and Rural Community Health Service Union,, Lalitpur against 'Kamal Awaz' Hindi weekly, Lalitpur.;March 28, 1994;Warned;Principles and Publications;AnnualReport1994
37. Complaint of Ms. Uma Dongre Gwalior against Dainik Bhaskar, Gwalior.;March 28, 1994;Warned;Principles and Publications;AnnualReport1994
38. Complaint of Sh. S. Ramakrishnan, Addl. Commissioner of Police, New Delhi-Range against Rashtriya Sahara, Hindi daily, N.D.;March 28, 1994;Warned;Principles and Publications;AnnualReport1994
39. Complaint of Sh. J.K. Shah, N.D. against Indian Express, N.D.;March 28, 1994;Closed with observations;Principles and Publications;AnnualReport1994
40. Complaint of Sh. J.K. Shah, N.D. against Times of India, New Delhi.;March 28, 1994;Upheld;Principles and Publications;AnnualReport1994
41. Complaint of Sh. Mujeeb Ahmed alias Guddoo against Dainik Aaj, Kanpur.;March 28, 1994;Disposed with observations;Principles and Publications;AnnualReport1994
42. Complaint of Deputy Director (Liaison), Army Welfare Housing Organisation, New Delhi against I.E., Chandigarh.;March 28, 1994;Rejoinder directed;Communal, Casteist and Anti-National Writings;AnnualReport1994
43. Complaint of the Secretary, Jat Wel-fare Association, Rohtak against Nav Bharat Times, New Delhi.;June 30, 1993;Disapproval;Communal, Casteist and Anti-National Writings;AnnualReport1994
44. Complaint of Sh. A.K. Vora, President, Vishwa Hindu Parishad, Junagarh, Gujarat against The Times of India, Ahmedabad, Gujarat.;June 30, 1993;Disposed with observations;Communal, Casteist and Anti-National Writings;AnnualReport1994
45.  Complaint of Sh. Ram Krishna Sewda against Bahujan Sangarsh, weekly, Delhi.;June 30, 1993;Upheld (censured);Communal, Casteist and Anti-National Writings;AnnualReport1994
b. Complaint of Sh. Niranjanlal Shar-ma against Bahujan Sangharsh, Delhi.;June 30, 1993;Upheld (censured);Communal, Casteist and Anti-National Writings;AnnualReport1994
c. Complaint of Bharatiya Lekhak Patrakar Sangh, Bombay against Bahujan Sangharsh, Delhi.;June 30, 1993;Upheld (censured);Communal, Casteist and Anti-National Writings;AnnualReport1994
