Complaint;Date;Status;ComplaintType;Report_name
﻿1. Complaint of Sh. Santosh Bhavsar & Others, Khargaon against Editor, Nimad Sahakari Sandesh, Khargaon, (M.P.);June 2, 1998;Directions (Upheld);Principles and Publications;AnnualReport1999
2. Complaint of Sh. Ramchander Choudhary, Director General, I&PRD, Government of Bihar, Patna against The Hindustan Times, Patna.;June 2, 1998;Directions (Upheld);Principles and Publications;AnnualReport1999
3.Complaint of Dr. Prem Pal Singh Walyan, Varanasi against Ghar Prabhat, Hindi monthly, Ranchi.;June 2, 1998;Directions (Upheld);Principles and Publications;AnnualReport1999
4. Complaint of Sh. Yogendera Kumar Kulshreshtha, Mathura against Editor, Brij Ka Rakhwala, Mathura.;June 2, 1998;Upheld (Censured);Principles and Publications;AnnualReport1999
5. Complaint of Sh. V.B. Sinha, Vice-Chancellor, National University of Electro Complex Homeopathy, Kanpur against Sarita.;June 2, 1998;Dismissed on merits;Principles and Publications;AnnualReport1999
6. Complaint of Sh. Arvind Pandey, Sitapur against Editor, Gramin Sahara, Aliganj, Lucknow.;June 2, 1998;Upheld (Admonished);Principles and Publications;AnnualReport1999
7. Complaint of Dr. K.N. Pandey, Works Manager/Admn. Ordance Factory Bhandara against Saptahik Mahila Vichar Manch, Bhandara.;June 2, 1998;Upheld (Admonished);Principles and Publications;AnnualReport1999
8.Complaint of Shri Rajiv Gautam, Chairman, & MD, Jabalpur Tractors Ltd., Jabalpur against Dainik Bhaskar.;June 2, 1998;Upheld (Reprimanded);Principles and Publications;AnnualReport1999
9.Complaint of Sh. C.K. Shinde, Instructor, Home Guard, Bhandara against Bhandara Hit Padesh, Bhandara.;June 2, 1998;Dismissed not Pursued;Principles and Publications;AnnualReport1999
10.Complaint of Smt. Malati Shivashankar Pol, Assistant Director, Women & Child Welfare Department, Bellary against Bellary Sangarsha.;June 2, 1998;Dismissed not Pursued;Principles and Publications;AnnualReport1999
12.Complaint of Dr. Ravishankar, Deputy Director, Department of Animal Husbandary, Agra against Amar Ujala.;June 2, 1998;Directions (Proceedings Dropped);Principles and Publications;AnnualReport1999
13.Complaint of Sh. Hamidulla, Principal, Azad Inter College, Behraich against Dainik Hindustan.;June 2, 1998;Directions (Settled);Principles and Publications;AnnualReport1999
b. Complaint of Sh. Hamidulla, Principal, Azad Inter College, Behraich against Rashtriya Sahara.;June 2, 1998;Directions (Settled);Principles and Publications;AnnualReport1999
14.Complaint of Sh. Akhtar Hussain Akhtar Ansari, President, Samajwadi, Alaps-ankhyak Sabha, U.P. against Swatantra Bharat, Kanpur.;June 2, 1998;Directions (To Publish Complainant's Version);Principles and Publications;AnnualReport1999
15.Complaint of Sh. Bhawani Singh, Regional Manager, JVG Finance Ltd., Jodhpur against Khushal Bharat.;June 2, 1998;Dismissed-Not Pursued;Principles and Publications;AnnualReport1999
16.Complaint of Dr. N.K. Grover, National President, Indian Medical Association against The Times of India, New Delhi.;June 2, 1998;Upheld (Censured);Principles and Publications;AnnualReport1999
b. Complaint of Dr. Vijay Kumar Arora, Chairman, Department of Surgery, Sir Ganga Ram Hospital, New Delhi against The Times of India, New Delhi.;June 2, 1998;Upheld (Censured);Principles and Publications;AnnualReport1999
17.Complaint of Ms. Bindia Sahagal, Project Manager, Wildlife Protection Society of India, New Delhi against Society Magazine, Mumbai.;June 2, 1998;Settled (Grievance Redressed-Matter Closed);Principles and Publications;AnnualReport1999
18.Complaint of Dr. Banwari Lal, Director, Delhi Public Library, Delhi against editor, The Hindu.;June 2, 1998;Settled (Offers to Publish Rejoinder);Principles and Publications;AnnualReport1999
19.Complaint of Sh. V Sarma Rao, IAS, Commissioner of Social Welfare Department, Government of Andhra Pradesh, Hyderabad against Vaartha, Telugu daily.;June 2, 1998;Upheld (Directed to Publish Rejoinder).;Principles and Publications;AnnualReport1999
20.Complaint of Dr. Indira Murthy, Mumbai against Junior Science Refresher.;June 2, 1998;Settled (Offers to Remuneration-Proceedings Dropped).;Principles and Publications;AnnualReport1999
21.Complaint of Sh. R.S. Gupta, Inspector General of Prisons, New Delhi against The Pioneer, New Delhi.;August 4, 1988;Dismissed on Merits;Principles and Publications;AnnualReport1999
22.Complaint of Sh. Sunil Kumar, Law-Office-cum-Public Relations Officer, Prisons Headquarters, Delhi against The Pioneer.;August 4, 1988;Upheld (Censured);Principles and Publications;AnnualReport1999
23. Complaint of Sh. D Mukopadhyay, Director, Public Relations, Ministry of Railways, Government of India, New Delhi against The Pioneer.;August 4, 1998;Closed on Merits;Principles and Publications;AnnualReport1999
24.Complaint of Sh. F Pahnuma, Managing Director, DSCF & DC, Delhi against Editor,;Sandhya Satta Darshan, New Delhi.;Upheld (Censured);Principles and Publications;AnnualReport1999
25.Complaint of M/s. Hema Chemical Industries, Baroda against Abhiyan Gujarati Magazine, Mumbai.;Sandhya Satta Darshan, New Delhi.;Dismissed on Merits;Principles and Publications;AnnualReport1999
26.Complaint of Sh. Shoyab Ahmed through SA Siddiqui & Associates, Advocates against Rashtriya Sahara.;Sandhya Satta Darshan, New Delhi.;Dismissed on Merits;Principles and Publications;AnnualReport1999
27. Complaint of Smt. Chhaya Singh, Delhi against Kuber Times, Hindi daily, New Delhi.;Sandhya Satta Darshan, New Delhi.;Dismissed on Merits;Principles and Publications;AnnualReport1999
